Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
BLOOMFIELD,0.00848312679286,0.0112300648134,0.00937889362728,0.00798297591584,0.00770486574325,0.00580442359222,0.0101113916522,0.00963825892958,0.0154986131746,0.0173482342508,0.0228185112215,0.0228691410393,0.0198450490337,0.0201807924258
BOLTON,0.0142864246877,0.0121106675837,0.00946626042706,0.00778078583062,0.00631685153228,0.00738855988429,0.00644290608442,0.00528460210691,0.00409078927653,0.0166140490141,0.0226608938469,0.0228721153044,0.0208977124726,0.0198915443357
BOZRAH,0.0135156700862,0.0117027092507,0.0125218359626,0.00782693745008,0.00628994042824,0.00566951057285,0.00452738519835,0.00413110080934,0.00331030343046,0.0127331486704,0.0143597305333,0.0127289493759,0.011822966425,0.0114202961054
BRANFORD,0.013449480021,0.0169837160297,0.014420625755,0.0102126906445,0.0111930276756,0.00937243675546,0.0080562731255,0.00738097426922,0.00747773610359,0.00977976303746,0.011301334712,0.0101446581132,0.00867049662323,0.00889223000181
BRIDGEPORT,0.11995274488,0.109088030157,0.0913779272204,0.0883924318514,0.0655800671835,0.0617267273649,0.0582901716417,0.0575953855549,0.0689340001482,0.0669404028098,0.0794037388257,0.0858287235666,0.0751989380719,0.0820367957495
BRIDGEWATER,0.00378408262288,0.00240221225325,0.00175585887249,0.00191948378709,0.00109368378525,0.000953472319553,0.000866239185738,0.000768074758411,0.00063960261638,0.000488574608488,0.0017466967335,0.00128569391541,0.00110133496261,0.000836110878577
BRISTOL,0.00929794894132,0.00769500583746,0.00724512645797,0.00901011075367,0.00737928601003,0.00917847955634,0.00829950670246,0.0094335998468,0.00879607485005,0.0146001439811,0.0150049622606,0.0141399515372,0.0130790085467,0.0111630763267
BROOKFIELD,0.0112968830658,0.00960698738913,0.00753132499705,0.00595556125604,0.00499124435715,0.0110275367199,0.0109095862862,0.00998929283843,0.00939435767989,0.0116932867185,0.0114073818574,0.0130329738423,0.0117368458053,0.0110345619024
BROOKLYN,0.025191448116,0.0206223793481,0.0169289790219,0.0121870236088,0.0114222519045,0.0094349027452,0.00865141718469,0.00760923413763,0.00726927725691,0.00623802103049,0.00666750979336,0.00790602760955,0.00628410934386,0.00690265888133
BURLINGTON,0.0137929172004,0.0121518460091,0.00997647767696,0.00896766343415,0.0115891106269,0.0164149807577,0.015228433348,0.0144168482764,0.0158060400561,0.015422031105,0.0154254712377,0.0142031351726,0.0128217248468,0.0115741089103
CANAAN,0.00891750587221,0.0089979703304,0.00851011375376,0.00860586455805,0.00687914413407,0.00577813664263,0.00477497345711,0.0043883328782,0.00352330494344,0.00328810157843,0.00317057791668,0.00479457676185,0.00351283244197,0.0136473191839
CANTERBURY,0.0149017489786,0.0106771977277,0.00817747060277,0.00589296466806,0.00493615995349,0.00292899633959,0.00224969305106,0.00144590801214,0.00134954194646,0.00111305677173,0.00109727674109,0.00109076136617,0.000916770197391,0.000773619846434
CANTON,0.0129656609065,0.0209072984545,0.0168902453839,0.0204112643536,0.0136436649472,0.0115046041663,0.00949881996442,0.00843955661035,0.00906282663079,0.00788329715747,0.00676483791535,0.00563570325833,0.00928026973543,0.0121004287842
CHAPLIN,0.0186811674972,0.0155921128439,0.0114283001108,0.010823201959,0.00684323192391,0.00504869589048,0.00382416240887,0.00287634756388,0.00183949952507,0.000874642811457,0.000746253096336,0.000756128986159,0.000640945669239,0.00056708020892
CHESHIRE,0.0284088627485,0.0263355067133,0.0227816429862,0.0238394999266,0.0181178831271,0.0177609212052,0.0161402555379,0.0164298180207,0.0155803427835,0.0155865508584,0.0142907123926,0.01572831038,0.016099341854,0.018741388358
CHESTER,0.00688883308077,0.01286548376,0.0170713963083,0.0156310307556,0.0112292059526,0.00917504412602,0.00859708533369,0.0100216530728,0.00954040101991,0.0103490094024,0.00904255597072,0.00875953719073,0.0068645844199,0.00638670329813
CLINTON,0.00721949679871,0.00478541068843,0.00918141920995,0.00783321201499,0.00646785350181,0.00598364836061,0.00493109906993,0.00639044486177,0.00652698397529,0.00830739752343,0.0080346821695,0.0103961016127,0.01283620115,0.014755053699
COLCHESTER,0.0258691570176,0.028737181978,0.0205440727363,0.0229138462777,0.0188557481159,0.0149325775511,0.013915128276,0.0115126352279,0.0119796018963,0.0103385431655,0.00899133759272,0.0104958044344,0.00950202149412,0.00858243537113
COLEBROOK,0.0141723281957,0.0156503183927,0.012694681605,0.010695900625,0.00873780911091,0.00839995716548,0.00697932311344,0.00684627726172,0.0072138604275,0.00544026031316,0.00488544125515,0.0044207311742,0.00394477129906,0.00342166873293
COLUMBIA,0.0205741280283,0.0201235831805,0.01436185788,0.0116500164341,0.00908704807401,0.0075239126909,0.00697169990717,0.0054942324822,0.00506826133706,0.00410370375558,0.0032749026382,0.00269434940075,0.00222145508767,0.00141429329159
CORNWALL,0.00565258906019,0.00567804620471,0.00998450819794,0.00871478584237,0.00681859862809,0.00561575814081,0.00508614971279,0.00477862308284,0.00433416657562,0.00417373780055,0.00440823113301,0.0043359111625,0.00441311760994,0.00376576189308
COVENTRY,0.0247237298168,0.020259949882,0.0191999281509,0.0165936803548,0.0168659650225,0.0134419435397,0.0182240709726,0.0163570961481,0.015315406379,0.0176536803886,0.0180128021691,0.0166172824298,0.0152324553212,0.0135150380184
CROMWELL,0.0118518597131,0.00956837551321,0.0237663536196,0.0194839141506,0.0157569986986,0.0136156901221,0.0157267155494,0.0154009698897,0.0180567146466,0.0166527732524,0.0149662811617,0.0159821636604,0.014667427665,0.0118196747833
DANBURY,0.00797495470495,0.00786857175538,0.00919990602706,0.00751888943922,0.00730862683866,0.00808659789317,0.00953772905305,0.0124726446504,0.014022097029,0.0156752659985,0.0158117831998,0.0165175488834,0.0154411940794,0.0145912288557
DARIEN,0.00626353622,0.00885954260502,0.00763142912239,0.0094601419035,0.00772345821047,0.00678309455571,0.00767015711933,0.00720039096702,0.00916200261348,0.00789475142123,0.00857590088277,0.00774715788161,0.00698015491455,0.00656912327144
DEEP RIVER,0.010815372018,0.0138475546933,0.0168653147137,0.0136504673526,0.0108484371294,0.0110063054235,0.00952555341067,0.00847541023812,0.00744302143186,0.00750024763601,0.00730067111673,0.00626361284074,0.00660547894827,0.00589842480307
DERBY,0.0148858722171,0.0105117816327,0.0141662493199,0.0107557959316,0.0122073332971,0.0128725299952,0.0106180382862,0.00965064441748,0.00944641610518,0.00949939053117,0.00925621604581,0.00870794570366,0.00884707873996,0.00733670493866
DURHAM,0.021256192026,0.022941197678,0.0192322604847,0.0154874629369,0.0129437638239,0.0116307427264,0.0100070874835,0.00881751819942,0.0110120600177,0.00998684984606,0.0093718817645,0.00843638180061,0.00731414413885,0.00612218955374
EAST GRANBY,0.0111364759344,0.00866578448587,0.00744178466191,0.00607218337979,0.00440676829585,0.00317314333869,0.00219721951715,0.00167188462652,0.00106158649682,0.000419066313241,0.00961289709957,0.00941212842682,0.0084566397383,0.00765927383222
EAST HADDAM,0.0113949181644,0.00915297921836,0.00824399942224,0.00554295519318,0.00432009189648,0.00339748328569,0.0139291770012,0.0135912556642,0.0132617813621,0.01453243035,0.0141194110112,0.0139729626508,0.0149695113725,0.013685067252
EAST HAMPTON,0.0185029418977,0.0148197691607,0.0109457967531,0.00826908672612,0.00832514610782,0.00713277545105,0.00533573126302,0.00614812767373,0.00541038246613,0.00451327590613,0.0040271060234,0.00559124090408,0.00543922657397,0.0149155427791
EAST HARTFORD,0.013941471036,0.0153498551068,0.0122450410186,0.0101135127173,0.0120621782813,0.0098231325435,0.0148494853357,0.0110545529213,0.0141103879297,0.013181706836,0.0152190052269,0.0138976809576,0.016833521198,0.0161336667437
EAST HAVEN,0.0432863040835,0.0302450763748,0.0252107350038,0.0197775272741,0.0199372813619,0.0176345768228,0.0165330230408,0.0164120908937,0.0177858029186,0.0165272786734,0.0160248411075,0.0148781661952,0.0147306834562,0.0125739131708
EAST LYME,0.0278882387157,0.0249716450064,0.017152648083,0.0142495563565,0.0161542908459,0.0138531137175,0.0147122470247,0.0137507492853,0.0140355184683,0.0142421222033,0.0159403037044,0.0160731794473,0.0180058510205,0.0179578927055
EAST WINDSOR,0.0150326127128,0.0128734497968,0.0127854672665,0.0130156256639,0.010331118099,0.00958935138521,0.00811512940944,0.00670682912009,0.00568989231748,0.0049740932725,0.00588361198949,0.0054083453597,0.00441946927598,0.00520879932098
EASTFORD,0.00230313792377,0.00117701757032,0.00040605005577,0.000159345632485,0.0,0.0,0.0,0.0,0.000194481618986,0.000157153768015,0.000907256298135,0.00179126538764,0.00126326031496,0.0010650994873
EASTON,0.0177167945241,0.0181450897679,0.0248933488526,0.0257093717886,0.0228148164633,0.0197839779159,0.0190054804792,0.0190552940721,0.0211781282275,0.020227845666,0.0194670575947,0.0178494837622,0.0162986799617,0.0150141261685
ELLINGTON,0.0107193543496,0.0170623175979,0.0186693859375,0.015039636849,0.012501222251,0.0121834112412,0.00989644991347,0.00893131122516,0.00823990388174,0.00765349689221,0.00696986169416,0.00606466695961,0.00740698852676,0.011954534585
ENFIELD,0.00710942711389,0.0119612086799,0.00867531901518,0.00706210962281,0.00591125905242,0.0046607335857,0.00846028931486,0.00716107240865,0.00707373598393,0.00608217098317,0.00691873015299,0.00677492849327,0.0059006956643,0.0108888896599
ESSEX,0.00540538782224,0.00615346737319,0.00913812139278,0.00800193013118,0.00594513601593,0.00622653575558,0.0102398296999,0.0105324282796,0.0110917433358,0.0106420148754,0.0105960705709,0.0108994550085,0.0100859557442,0.00923324575931
FAIRFIELD,0.00961593207707,0.0119889354924,0.0127202163966,0.0110915761593,0.0117256381774,0.0128086962329,0.0130522235525,0.0129856701091,0.0132486965879,0.0139547881569,0.0122738764472,0.0137158181592,0.0122601457423,0.0118478497798
FARMINGTON,0.0225585962149,0.0191361830001,0.0193788369171,0.0157016876919,0.0161002741702,0.0138260691774,0.013084165497,0.0131200408231,0.0116950632513,0.0113859760773,0.0112535001613,0.0095086987183,0.00891264286405,0.00824353420607
FRANKLIN,0.0119142052393,0.00891804764758,0.0153972615621,0.0135547968309,0.00982388324865,0.0076876821477,0.0069367660578,0.00578010916079,0.00571978950907,0.00673448923624,0.0075225703888,0.0071490101634,0.00647753086863,0.00596450501102
GLASTONBURY,0.0126528870997,0.0109558884801,0.0151096110661,0.0148721039572,0.0161379460778,0.016374552457,0.0145838420312,0.0154543383546,0.0139154919403,0.016302686131,0.0164388544643,0.0150730042909,0.0162100203946,0.0139965080559
GOSHEN,0.00958878251844,0.00846052130055,0.00785302213981,0.00588426161694,0.00441964171907,0.003355866346,0.00314327009165,0.00270015674337,0.00252514815461,0.00225383392438,0.00193857931265,0.00166881583794,0.00137000479822,0.00101836435877
GRANBY,0.0263101790648,0.0224749442067,0.0207805560008,0.0162857686856,0.0209135350833,0.0236155045777,0.022025695954,0.0213053586394,0.0195942351179,0.0179467575847,0.0169458986212,0.0214494743782,0.0204471351127,0.0181494158066
GREENWICH,0.00151675346368,0.00166402401341,0.00110158020512,0.00112378788616,0.000908733213087,0.00113609168366,0.000888795374668,0.000778143437355,0.00182170803315,0.00218195932149,0.00214744824926,0.00224417194286,0.00258446158242,0.00267632538566
GRISWOLD,0.021592058128,0.0189792492871,0.0121674410049,0.00905771119635,0.00610407905711,0.00415153272829,0.00322491820712,0.0101903493152,0.0192385273818,0.0184223156955,0.0195290416098,0.018817252776,0.0185300063968,0.0171983289276
GROTON,0.0058452585946,0.00527720330266,0.00368198064952,0.00274986434448,0.00284479843567,0.00483299442577,0.00956931035448,0.0107569670179,0.0120901675278,0.0106337079789,0.0112398656439,0.00948586197773,0.0108702468638,0.0100341195985
GROTON (City of),,,,,,,,,,,,,,
GUILFORD,0.010665303418,0.00965807239614,0.00861633728138,0.00763483893609,0.00625371814291,0.00523452906332,0.00437335947725,0.00709481542115,0.00708356867174,0.0104207170526,0.009561101991,0.00926164013996,0.00829020849195,0.0138539002329
HADDAM,0.00556725336717,0.00873451911193,0.0107785688214,0.0136632884355,0.0117609028127,0.0116940325992,0.0096994852445,0.00951089011629,0.00934362777733,0.00783547862666,0.00720250361435,0.0090671226979,0.0086022288131,0.00761243447678
HAMDEN,0.0213971432742,0.0195272737886,0.016230875287,0.013427807825,0.0154901946772,0.0174434193023,0.0140291294666,0.0156689870867,0.0149951997607,0.0210730687263,0.0248879111397,0.0235569432869,0.0215920682537,0.0479525594154
HAMPTON,0.0141642312451,0.0103697116439,0.00715329249002,0.00563978836537,0.00498371498376,0.0028525275786,0.00144180142923,0.0,0.000168513301306,0.00237334073963,0.00400703054269,0.00324089627615,0.0,5.9990688701e-05
HARTFORD,0.0280444632404,0.0239315261532,0.0218580743392,0.0263525486889,0.0301641687324,0.0326923145269,0.0516398909489,0.0383835710939,0.0414622697142,0.0403571206496,0.0471600325932,0.0747042492826,0.0766388622166,0.0844863537735
HARTLAND,0.0160945794094,0.014830430206,0.0121835526694,0.00915964060365,0.00864384646507,0.00915507844122,0.00761030239601,0.00789148695033,0.00695172471454,0.0060432590342,0.00515192538006,0.00299152996272,0.00313700189053,0.00267614093435
HARWINTON,0.00964615341445,0.00740392627393,0.00551280090737,0.00430764263804,0.00653914460032,0.00943491949315,0.00865556573319,0.00991642925909,0.010924767943,0.00979209218826,0.0106745623496,0.00947060032045,0.00912277724066,0.00849864336967
HEBRON,0.0369854556555,0.0365871415749,0.0279801063654,0.0256444737451,0.0213320860232,0.0211277752234,0.0200454514479,0.0223341188785,0.0213802577768,0.0199870381995,0.0179390797743,0.0178731540925,0.0173994002222,0.0152555307332
KENT,0.0170331488705,0.0136011078317,0.0124470414143,0.0118806050488,0.00828823082889,0.00728366249439,0.00782838981041,0.0074553395787,0.00704084472078,0.00701033367264,0.00679064327459,0.00758408231207,0.00629168066302,0.00536531557061
KILLINGLY,0.0143658969436,0.0151635173359,0.0146776070311,0.00919392199616,0.0070287812052,0.00836811014834,0.00983452060417,0.0108648461899,0.0143695464949,0.0153678550412,0.0162410213945,0.0215851419702,0.0194788892754,0.0201979688945
KILLINGWORTH,0.00442031589684,0.00941441435282,0.0116926885372,0.0134946114822,0.014661492799,0.012737178136,0.0121373475811,0.0110346819176,0.0109539131039,0.0107322193543,0.0100283975104,0.00877433668658,0.0101616144523,0.00841673895514
LEBANON,0.0129753801882,0.0102159024147,0.00821258568884,0.00686696546353,0.0108162442648,0.00882806919517,0.0074595629366,0.00618777285687,0.00547069469,0.00472762219443,0.004206953657,0.0100839643639,0.00373668187059,0.00307282440542
LEDYARD,0.00517231652369,0.0047170238596,0.00344034121208,0.00284231562512,0.00540556857409,0.00548163398837,0.00451778905589,0.0042278493544,0.00789110685635,0.00883978530245,0.00860795294611,0.0113819666435,0.0105149548962,0.00941537486352
LISBON,0.0225808938389,0.0207089085432,0.0160325839816,0.0123484806009,0.00990594716826,0.00793904523141,0.00849450476143,0.00762516648955,0.00869047025544,0.0078196414526,0.00778380641827,0.00791479212392,0.00680221886706,0.00651308842476
LITCHFIELD,0.00496700154782,0.00819640537136,0.00906624880218,0.00914969145633,0.0131042470294,0.0181942418515,0.0178225851887,0.0185156945285,0.0205002620236,0.019316476022,0.0209536374735,0.0207546916283,0.0190984437081,0.0176675522394
LYME,0.00777194930986,0.00771078748133,0.00672974049518,0.00968825585466,0.00771392549396,0.00675401900403,0.00643566685068,0.00521146064984,0.00463672175234,0.00720859045016,0.0103660883663,0.0108985059726,0.0153007905905,0.0150679052381
MADISON,0.00968612853143,0.0105889900179,0.0124365026693,0.0113145500027,0.00991737167062,0.0088462954825,0.00803124156538,0.00724827762763,0.00895232267313,0.00957614304173,0.00913197774321,0.00870222014791,0.00755237213527,0.00727835931428
MANCHESTER,0.00783467694299,0.00749342127922,0.00912753540027,0.00786591479577,0.00637144541354,0.00816542204351,0.017795060476,0.0135003392463,0.0136310189755,0.0125475232544,0.0135313780697,0.0142800627899,0.0144494306595,0.015813925382
