Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
WASHINGTON,9397512.0,9862200.0,10284616.0,10823329.0,11396499.0,11906575.0,12529848.0,13066213.0,13210133.0,13338619.0,13505361.0,14270362.0,14237584.0,14869268.0
WATERBURY,279020000.0,287522000.0,300816000.0,308047000.0,322515000.0,336988000.0,414341000.0,367926000.0,664097000.0,343602000.0,352294000.0,354378000.0,361140000.0,363755000.0
WATERFORD,53069486.0,55326914.0,55807598.0,57103529.0,61524607.0,63050942.0,76935675.0,69339936.0,70883989.0,74299020.0,77674825.0,80891201.0,84450026.0,87502812.0
WATERTOWN,46137308.0,46580501.0,47756511.0,50136785.0,51384624.0,55252527.0,68595925.0,61554403.0,61369544.0,61826647.0,66627690.0,69222035.0,70189188.0,72303744.0
WEST HARTFORD,149255000.0,159014000.0,165513000.0,176018000.0,191359000.0,199798000.0,245789000.0,221117000.0,219403000.0,214638000.0,240694000.0,239506000.0,247243000.0,252551000.0
WEST HAVEN,120007000.0,186334399.0,124708096.0,129104501.0,139255940.0,141123635.0,146474129.0,147230192.0,152104396.0,150604926.0,152755066.0,152919556.0,160520585.0,163679777.0
WESTBROOK,15709551.0,16591511.0,17268640.0,18601359.0,19730191.0,20688364.0,26475987.0,23971235.0,24872009.0,25649358.0,26485547.0,27298701.0,27625197.0,27732179.0
WESTON,40300640.0,42492794.0,45525016.0,47990099.0,55580456.0,59057498.0,62281925.0,65983870.0,65285459.0,67765801.0,68499640.0,68553204.0,69483459.0,71968039.0
WESTPORT,113681678.0,119574313.0,127653515.0,135982638.0,147213079.0,152833786.0,163860594.0,174587967.0,175554068.0,188478245.0,198483074.0,199630915.0,209039420.0,214113576.0
WETHERSFIELD,51998266.0,55679570.0,58011562.0,62163602.0,69235640.0,74275273.0,91598599.0,82591500.0,85563650.0,85862161.0,88005487.0,91182335.0,94348809.0,96644426.0
WILLINGTON,11497214.0,11878187.0,12136279.0,12734416.0,13457782.0,13910321.0,16996374.0,14791387.0,14922583.0,15653325.0,15893333.0,15982198.0,16186367.0,16658099.0
WILTON,69017149.0,75754798.0,78694265.0,84191655.0,90285485.0,96941218.0,103936844.0,110184387.0,111247368.0,111339137.0,117996631.0,121593368.0,124496295.0,126675792.0
WINCHESTER,26332042.0,27681797.0,26610627.0,26962992.0,29724844.0,30297129.0,36211945.0,32425667.0,30903727.0,31777680.0,32408167.0,30635606.0,31948789.0,31775755.0
WINDHAM,51031221.0,52328348.0,53856363.0,55098539.0,62118335.0,60678342.0,76713918.0,66554797.0,60998969.0,61669841.0,68361154.0,71290641.0,73014071.0,72795149.0
WINDSOR,63116143.0,67495535.0,69635314.0,75420882.0,79685936.0,82718000.0,87829822.0,90874473.0,90314622.0,95022989.0,97913820.0,99812158.0,103214240.0,104783497.0
WINDSOR LOCKS,28613110.0,30218520.0,31220966.0,33209034.0,35682769.0,38546912.0,47992621.0,42777954.0,43238133.0,43287451.0,46367605.0,45682291.0,47993322.0,48109974.0
WOLCOTT,38637947.0,40563587.0,42422316.0,42636385.0,45892709.0,47993366.0,60018910.0,52520970.0,49988434.0,49783277.0,52733796.0,53464093.0,55048933.0,56250554.0
WOODBRIDGE,29398690.0,32070931.0,32349376.0,33222894.0,35460772.0,36694613.0,39287214.0,39790388.0,40924905.0,41818336.0,42921725.0,45151880.0,45242923.0,45982860.0
WOODBURY,19037034.0,20446117.0,21679617.0,22822993.0,24068468.0,25374222.0,27451025.0,28945127.0,27793516.0,27933075.0,28960378.0,29995412.0,31246280.0,30915371.0
WOODSTOCK,15630018.0,16089771.0,16623510.0,17326217.0,18859422.0,19370129.0,20812017.0,21118321.0,21870342.0,21447552.0,22355802.0,22445333.0,22743102.0,22968391.0
