Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
WASHINGTON,10329188.0,10701157.0,11256365.0,11462152.0,11723878.0,12893354.0,13727935.0,13908040.0,14510593.0,14926459.0,14949998.0,15650048.0,16112099.0,16251415.0
WATERBURY,298579000.0,311636000.0,316886000.0,327584000.0,349954000.0,361620000.0,429501000.0,386163000.0,383928000.0,391619000.0,399066000.0,403119000.0,410162000.0,413440000.0
WATERFORD,61703235.0,62514695.0,60252369.0,60688109.0,64346648.0,67467972.0,91493425.0,77304308.0,72531055.0,76000176.0,79098430.0,84376189.0,88233247.0,90488494.0
WATERTOWN,46232689.0,46906521.0,48205407.0,49290016.0,52023178.0,55714962.0,69013984.0,61046769.0,62569980.0,61547900.0,66064565.0,68260379.0,70892451.0,72723052.0
WEST HARTFORD,149564000.0,159468000.0,167269000.0,179413000.0,194779000.0,205113000.0,247520000.0,220555000.0,221507000.0,231255000.0,252935000.0,256217000.0,263810000.0,270915000.0
WEST HAVEN,114183000.0,119073036.0,126141422.0,123755756.0,132823095.0,142637556.0,143538061.0,146209838.0,144455138.0,148441030.0,150479200.0,154029523.0,158677468.0,160455479.0
WESTBROOK,15880386.0,17214254.0,17380051.0,18597844.0,20325777.0,21640518.0,27571876.0,24746506.0,25578050.0,26604331.0,27097716.0,27461153.0,28378852.0,29349506.0
WESTON,41898400.0,44522272.0,48271368.0,52421411.0,58511651.0,61991108.0,64845443.0,66516628.0,66746393.0,68515388.0,71011083.0,71254107.0,71705555.0,74483789.0
WESTPORT,111196197.0,118990287.0,132048384.0,139226681.0,148207138.0,156144683.0,166747990.0,173883041.0,177707978.0,190626338.0,196640642.0,205384384.0,212309371.0,215303240.0
WETHERSFIELD,54657451.0,57917139.0,60301310.0,65470132.0,73038020.0,78045069.0,95488687.0,86029542.0,87920659.0,87073198.0,91040488.0,93202556.0,97817583.0,99119001.0
WILLINGTON,12162635.0,12214588.0,12965413.0,13478651.0,14465961.0,14573996.0,17482621.0,15703769.0,15423383.0,15859734.0,16652528.0,16807054.0,17098266.0,17370803.0
WILTON,68763589.0,74437634.0,80382967.0,87216533.0,95905509.0,100430939.0,105506412.0,107647529.0,108410591.0,112607514.0,119238013.0,120895615.0,126110106.0,126761675.0
WINCHESTER,26900178.0,25916461.0,26378876.0,27195622.0,29499271.0,30584915.0,35731793.0,32232434.0,30630238.0,31713426.0,31961662.0,31235493.0,36816762.0,34216964.0
WINDHAM,54737539.0,52060626.0,52545765.0,55474263.0,61072534.0,60811883.0,77296951.0,66976054.0,62682158.0,63763028.0,70098853.0,72801357.0,74574235.0,72888188.0
WINDSOR,71999736.0,75416324.0,80076489.0,83411561.0,87510520.0,92447469.0,96039401.0,100503089.0,97207998.0,102267246.0,104442171.0,108233721.0,110221210.0,114937769.0
WINDSOR LOCKS,31647101.0,32065180.0,33547234.0,34789951.0,39763876.0,40864305.0,50641155.0,44417601.0,43380426.0,45227861.0,47322569.0,47899212.0,50171300.0,49251423.0
WOLCOTT,38089866.0,40937384.0,42237694.0,42619790.0,46250600.0,47093848.0,59355244.0,51293437.0,49276901.0,49642270.0,51428413.0,53109249.0,54641282.0,56261679.0
WOODBRIDGE,30668764.0,32513418.0,33229327.0,34993302.0,37225600.0,38057145.0,40619443.0,41396144.0,41890647.0,43591945.0,44568176.0,46986688.0,46852591.0,47643390.0
WOODBURY,19575630.0,21114720.0,21646865.0,23514213.0,23983052.0,25582192.0,27707407.0,29226911.0,27415365.0,27823632.0,29490009.0,30446285.0,31067032.0,31352868.0
WOODSTOCK,15622200.0,15760625.0,16900258.0,17460887.0,19281704.0,19722683.0,20859765.0,21746008.0,21556594.0,21737715.0,22471650.0,22651597.0,22924854.0,23211644.0
