Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CLINTON,21889479.0,22779024.0,23607067.0,24431740.0,26378049.0,27684255.0,37475160.0,30748842.0,31113649.0,32137637.0,32273832.0,33124324.0,34066239.0,34191891.0
COLCHESTER,24308011.0,26872561.0,28139441.0,28467400.0,31481633.0,33976567.0,35822916.0,36921607.0,35813628.0,36998747.0,40492902.0,41828767.0,43879506.0,43909369.0
COLEBROOK,2686614.0,2798964.0,2847774.0,3034720.0,3220414.0,3405853.0,4056429.0,3831032.0,3754811.0,3801654.0,3978880.0,3719089.0,3781634.0,3931647.0
COLUMBIA,7919695.0,8234312.0,8907533.0,9353308.0,10337636.0,11165125.0,14135143.0,11894985.0,11517470.0,11232034.0,11931065.0,12036200.0,12716452.0,12592285.0
CORNWALL,2879927.0,3100760.0,3144310.0,3333169.0,3567570.0,3770035.0,4411874.0,4016396.0,4082378.0,4042208.0,4096802.0,4283594.0,4268248.0,4227939.0
COVENTRY,17434358.0,17970612.0,19051954.0,20342370.0,22020878.0,22712102.0,31080910.0,25815014.0,25029076.0,25860037.0,27995105.0,28131806.0,29631593.0,29541973.0
CROMWELL,17295612.0,18126496.0,18950562.0,19887275.0,22003642.0,24063006.0,32372132.0,26760282.0,26596305.0,26568344.0,28116330.0,28339843.0,29649940.0,30610852.0
DANBURY,81035751.0,83256220.0,89066006.0,93430267.0,102381921.0,107317345.0,114914158.0,121411300.0,117631730.0,121036352.0,129949781.0,130444875.0,135882098.0,141957467.0
DARIEN,44974037.0,47766948.0,51061968.0,54247986.0,61983774.0,64441577.0,89629028.0,74728039.0,76971943.0,80795051.0,86509642.0,90216733.0,96322274.0,99103639.0
DEEP RIVER,7040949.0,7595997.0,7657137.0,8089305.0,8564510.0,9087372.0,10083786.0,9898159.0,9469760.0,9820587.0,10717646.0,10720924.0,11206997.0,11549813.0
DERBY,13747492.0,14832287.0,14959322.0,15626786.0,17687616.0,17635611.0,23663301.0,19873813.0,20036381.0,20527006.0,18898160.0,19314326.0,20697007.0,22108184.0
DURHAM,13189199.0,14011817.0,15266929.0,16211639.0,17640859.0,18577710.0,19506284.0,20377712.0,20032348.0,20209379.0,21677624.0,22540262.0,22605364.0,22854758.0
EAST GRANBY,8139599.0,8866102.0,9500778.0,9958857.0,10485501.0,11079224.0,11887509.0,12449844.0,12761001.0,12993868.0,13237128.0,13829200.0,14282030.0,15013695.0
EAST HADDAM,12721227.0,13598638.0,14093258.0,15002697.0,16458760.0,17082092.0,23363965.0,19669609.0,19179294.0,19343860.0,20323325.0,20393896.0,21391246.0,20920432.0
EAST HAMPTON,17961468.0,18677585.0,19340073.0,20327677.0,22524248.0,23441786.0,32650534.0,27066537.0,27509315.0,28545580.0,29238599.0,29894213.0,31395954.0,31336281.0
EAST HARTFORD,68245000.0,71335000.0,73438000.0,77390000.0,82195000.0,84427000.0,114773000.0,92242000.0,84284000.0,89434000.0,97696000.0,100759000.0,107307000.0,103700000.0
EAST HAVEN,33845890.0,36295992.0,38004823.0,44190462.0,43677226.0,42210468.0,52792124.0,47501312.0,44137267.0,43749500.0,48339563.0,48455006.0,50428317.0,50447708.0
EAST LYME,28190527.0,30167583.0,31227558.0,32952955.0,36033192.0,38111914.0,40271673.0,42299028.0,41427641.0,43090693.0,45459821.0,46632038.0,48126767.0,49709355.0
EAST WINDSOR,12503821.0,13462340.0,14206525.0,15243572.0,16372043.0,17052072.0,23401901.0,20760869.0,19351289.0,20522588.0,21503161.0,22517698.0,23072375.0,23299723.0
EASTFORD,2923028.0,2945375.0,2979606.0,3169008.0,3332556.0,3445577.0,3519454.0,3829616.0,3745816.0,3819029.0,3756017.0,3864869.0,3854354.0,3946713.0
EASTON,15540004.0,16638327.0,17192036.0,18389785.0,19822526.0,21625026.0,27632800.0,24900625.0,25004081.0,25665283.0,26784954.0,27263689.0,27304586.0,27724507.0
ELLINGTON,20219506.0,21389083.0,22841721.0,24076078.0,25724476.0,27133354.0,37596600.0,30967610.0,31017970.0,32365108.0,33773953.0,35342309.0,37658420.0,39195495.0
ENFIELD,60304521.0,63189741.0,65267466.0,64524000.0,69351000.0,72357000.0,97560000.0,73847000.0,65002000.0,70698000.0,71140000.0,73344000.0,77039000.0,73482000.0
ESSEX,8450848.0,9313388.0,10101268.0,11291317.0,11641664.0,12310835.0,14444605.0,13831806.0,14400640.0,14686263.0,15259930.0,15818277.0,16539771.0,16395031.0
FAIRFIELD,89275000.0,96108000.0,104400000.0,113758000.0,123157000.0,131280000.0,169304000.0,151011000.0,151473000.0,152992000.0,161132000.0,166241000.0,171991000.0,171906000.0
FARMINGTON,36788828.0,39815352.0,40892008.0,43121787.0,47620106.0,49756734.0,67005030.0,52626772.0,53821985.0,55572545.0,59898122.0,61514220.0,63908106.0,63453677.0
FRANKLIN,3183709.0,3364878.0,3632634.0,3613581.0,3921149.0,4000129.0,5059150.0,4253663.0,4307144.0,4190396.0,4364345.0,4250498.0,4360997.0,4375142.0
GLASTONBURY,54730948.0,59161701.0,60485905.0,66141926.0,68918999.0,74031222.0,108065783.0,83715229.0,92864175.0,95347354.0,99561559.0,101617744.0,106599514.0,107377221.0
GOSHEN,4671570.0,4978769.0,5250304.0,5616137.0,5747150.0,6029668.0,6317579.0,6724961.0,6833904.0,7000608.0,7155779.0,6924636.0,7250596.0,7253218.0
GRANBY,17932938.0,19464353.0,20560202.0,21629119.0,23874807.0,25073445.0,34128755.0,27848851.0,28313332.0,28128240.0,29506830.0,29454150.0,30638153.0,30716490.0
GREENWICH,93925768.0,100147739.0,104916756.0,109861257.0,119282550.0,123286129.0,172854916.0,135519709.0,135277746.0,142077135.0,152486555.0,155006606.0,159830154.0,164233253.0
GRISWOLD,19458438.0,19938256.0,20337990.0,20489600.0,22502878.0,22792880.0,28912467.0,26080659.0,26063194.0,26324931.0,26378099.0,27317952.0,28005356.0,27669568.0
GROTON,59345414.0,62544160.0,62444397.0,65472871.0,70109396.0,72450322.0,95600470.0,76365187.0,79363536.0,78536129.0,79722039.0,80996988.0,82192134.0,81862680.0
GROTON (City of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUILFORD,37430788.0,37637941.0,39230998.0,40602149.0,43476194.0,46723393.0,62540034.0,52451290.0,52600881.0,54070201.0,56963303.0,58751799.0,61781211.0,63185233.0
HADDAM,12179893.0,12887547.0,13579290.0,14580398.0,15658930.0,17273280.0,18488983.0,20293804.0,19468254.0,19463675.0,20170062.0,20918591.0,21414633.0,22376890.0
HAMDEN,70136272.0,74007606.0,77222394.0,78743107.0,83929730.0,75918099.0,80448243.0,83496925.0,83759620.0,85075902.0,87773548.0,91359833.0,91700269.0,84858213.0
HAMPTON,3424618.0,3585416.0,3616559.0,3628453.0,3825972.0,3869624.0,3866292.0,4019509.0,4124942.0,4105540.0,4143921.0,4051240.0,4126273.0,4095928.0
HARTFORD,209622000.0,208525000.0,204344000.0,211898000.0,270874000.0,279086000.0,374467000.0,305432000.0,305210000.0,304370000.0,313069000.0,314620000.0,321535000.0,326647000.0
HARTLAND,3700486.0,3883467.0,3989715.0,4440492.0,4454604.0,4426362.0,5286532.0,4724540.0,4486859.0,4371558.0,4786648.0,4906068.0,5134598.0,5167038.0
HARWINTON,8651290.0,8959591.0,9305837.0,9403256.0,9330901.0,9731613.0,10332812.0,10823478.0,10978122.0,11020375.0,11389097.0,11880886.0,12006633.0,12639441.0
HEBRON,14400223.0,15412069.0,17284521.0,18643775.0,20721940.0,21795507.0,23537458.0,24770356.0,25224497.0,26052515.0,26592584.0,26945745.0,27866472.0,28797677.0
KENT,4396862.0,4654201.0,4844161.0,5113182.0,5516979.0,5915841.0,7088353.0,6340748.0,6412867.0,6345040.0,6691378.0,7045914.0,7016016.0,7188717.0
KILLINGLY,25853695.0,26653720.0,27532855.0,28307598.0,30790394.0,34059233.0,45755940.0,38249181.0,39087800.0,36148345.0,41301709.0,42666655.0,43637467.0,44202229.0
KILLINGWORTH,10595473.0,11377367.0,12032553.0,12885270.0,14321300.0,14853727.0,15427893.0,15345795.0,16001735.0,16134904.0,16985013.0,16611324.0,15777424.0,15957890.0
LEBANON,13053881.0,13347487.0,13739069.0,14302684.0,15231182.0,15806516.0,21770958.0,17676468.0,18184933.0,18947268.0,18954614.0,18810571.0,19604569.0,19618104.0
LEDYARD,26560015.0,24408259.0,25088969.0,25562117.0,27228735.0,27661387.0,36681537.0,31244141.0,31074028.0,30952093.0,32771856.0,32958749.0,33978236.0,34539230.0
LISBON,6785275.0,6981677.0,7506524.0,7789056.0,8285176.0,9138497.0,9349387.0,9828316.0,9423614.0,9285039.0,10024384.0,10327874.0,10157341.0,10201601.0
LITCHFIELD,12275311.0,13216500.0,13984356.0,14242000.0,15428000.0,15836000.0,21225000.0,16978000.0,16656000.0,17177000.0,18102000.0,18545000.0,18861000.0,19117000.0
LYME,3587624.0,4056275.0,4260081.0,4818591.0,4976808.0,5283567.0,5331077.0,5440338.0,5524057.0,5895593.0,5862930.0,5885453.0,6483107.0,6556450.0
MADISON,32058531.0,32242788.0,34386092.0,36253672.0,39261170.0,41242537.0,56099065.0,48244440.0,49706628.0,51565751.0,52720499.0,53737674.0,55604951.0,55836777.0
MANCHESTER,73008000.0,75992000.0,80392000.0,81942000.0,88941000.0,94437000.0,123770000.0,103412000.0,101255000.0,102847000.0,112033000.0,113067000.0,116985000.0,121800000.0
MANSFIELD,22120726.0,22573932.0,23838499.0,25077649.0,27262086.0,28212264.0,34026981.0,31969128.0,30342499.0,30739549.0,32491645.0,32224464.0,33381585.0,33321255.0
MARLBOROUGH,9552216.0,10278464.0,11114108.0,11821811.0,12934219.0,13785208.0,16356932.0,14729305.0,14609129.0,14575527.0,14996229.0,15213918.0,15434472.0,15784850.0
MERIDEN,69583833.0,73736502.0,75326596.0,78349396.0,93307731.0,99267133.0,133749494.0,106175816.0,99309776.0,101978309.0,111433666.0,111411471.0,113672829.0,110843185.0
MIDDLEBURY,10452226.0,11513538.0,11120913.0,12454897.0,13715412.0,14640597.0,15904783.0,16817011.0,17508656.0,17927638.0,18677886.0,19093395.0,19694996.0,19951990.0
MIDDLEFIELD,7222183.0,7732158.0,8250918.0,8640144.0,9043502.0,9544770.0,10062275.0,10666570.0,10358074.0,10837057.0,11332311.0,11549668.0,11969987.0,12323644.0
MIDDLETOWN,49965000.0,52983000.0,55427000.0,57230000.0,62910000.0,66261000.0,89694000.0,73443000.0,72244000.0,73414000.0,76965000.0,79052000.0,82259000.0,82531000.0
MILFORD,71290000.0,76187000.0,79965000.0,83738000.0,91148000.0,95431000.0,128653000.0,106963000.0,106657000.0,109306000.0,114635000.0,119070000.0,123068000.0,119634000.0
MONROE,35507575.0,37085312.0,39258790.0,41845171.0,45238320.0,47077818.0,64456492.0,51546173.0,53939216.0,55364249.0,56657002.0,56376507.0,58266029.0,58009142.0
MONTVILLE,28560599.0,29770053.0,30161889.0,30922638.0,33121933.0,35226227.0,36705134.0,35456530.0,38609352.0,39300580.0,39577389.0,41237122.0,41200103.0,41507886.0
MORRIS,4418963.0,4649173.0,4914225.0,5044061.0,5449241.0,5686077.0,5746376.0,5706911.0,5809619.0,5762292.0,5803371.0,6103672.0,5957858.0,6135775.0
NAUGATUCK,42191522.0,45308404.0,47423829.0,48646162.0,52412764.0,55174664.0,73739126.0,62215605.0,56650313.0,55962948.0,62380519.0,62533010.0,66204553.0,64498577.0
NEW BRITAIN,94632000.0,102944000.0,108233000.0,112603000.0,118050000.0,120623000.0,160456000.0,129357000.0,120254000.0,118812000.0,132786000.0,133504000.0,141020000.0,138100000.0
NEW CANAAN,42684491.0,48461022.0,52298589.0,55817773.0,60292896.0,65091068.0,67946645.0,73881559.0,74379919.0,77196076.0,79172586.0,82762324.0,86457443.0,90682407.0
NEW FAIRFIELD,22470280.0,23386482.0,24275148.0,24987074.0,26889297.0,28103170.0,29784853.0,30966360.0,31846816.0,32264595.0,33498893.0,34611870.0,35664277.0,35540155.0
NEW HARTFORD,11345537.0,12170714.0,12708316.0,13366713.0,14128810.0,14007269.0,17203654.0,15697795.0,15906763.0,16105201.0,16544942.0,17248837.0,17925220.0,18139405.0
NEW HAVEN,156947934.0,156750453.0,159770810.0,162878021.0,174302677.0,179948440.0,256210171.0,192024547.0,194071482.0,193103792.0,203686746.0,204422059.0,210739315.0,214438961.0
NEW LONDON,35370655.0,36410651.0,35830704.0,37464959.0,39198927.0,40042646.0,52721171.0,42649594.0,39208343.0,39588608.0,43863439.0,43167950.0,45031924.0,45127644.0
NEW MILFORD,42755707.0,44631663.0,47390894.0,49318319.0,53410257.0,56479279.0,75142150.0,61372519.0,60425864.0,63361649.0,64012160.0,63309161.0,66335339.0,68604228.0
NEWINGTON,39735736.0,42248000.0,44634000.0,46586000.0,50265000.0,53590000.0,73635000.0,60397000.0,63212000.0,64499000.0,68303000.0,69551000.0,74223000.0,74223000.0
NEWTOWN,44038505.0,47217365.0,51086878.0,54200950.0,58894570.0,62710766.0,79232308.0,70846082.0,69998613.0,72045166.0,74459845.0,74874327.0,79695025.0,78608340.0
NORFOLK,3367806.0,3351234.0,3282204.0,3494231.0,3760449.0,4098774.0,4548555.0,4071838.0,4117544.0,4414170.0,4437501.0,4442161.0,4516476.0,4588779.0
NORTH BRANFORD,21284225.0,22233578.0,23128660.0,23251228.0,25672515.0,26964963.0,35671506.0,29728194.0,30387476.0,30843547.0,32241566.0,32125690.0,33134078.0,32867738.0
NORTH CANAAN,5786167.0,5859807.0,6027579.0,6272142.0,6432403.0,6878547.0,8227379.0,7734833.0,7902846.0,8183328.0,8163226.0,8519198.0,8765855.0,9389722.0
NORTH HAVEN,33327056.0,35074815.0,36236183.0,37478231.0,40128977.0,41162636.0,43745733.0,45468390.0,45524362.0,47701735.0,49716236.0,50439271.0,53235992.0,54392877.0
NORTH STONINGTON,9400653.0,9958997.0,9762266.0,10311920.0,11033361.0,11367059.0,11524609.0,11613316.0,11909344.0,11853078.0,13260002.0,13413630.0,14097174.0,13634499.0
NORWALK,114508548.0,121175403.0,123731669.0,130808409.0,142256785.0,145969257.0,153675894.0,160083564.0,161411159.0,164604885.0,173117163.0,174748185.0,184591078.0,190790463.0
NORWICH,51656700.0,52318721.0,53690177.0,56267000.0,59246000.0,62507000.0,79020000.0,70164000.0,66152000.0,67160000.0,72021000.0,75394000.0,77381000.0,77145000.0
OLD LYME,15097916.0,16429960.0,17230288.0,19154498.0,19907714.0,21001614.0,21593555.0,22326280.0,22467474.0,22632353.0,23285508.0,24293158.0,24314383.0,24649113.0
OLD SAYBROOK,14374330.0,15160355.0,15935719.0,16480591.0,18017381.0,18625046.0,24270424.0,21424705.0,22057089.0,22975131.0,24144507.0,24745084.0,26165008.0,27286135.0
ORANGE,25284532.0,25358673.0,26772132.0,28309390.0,30785351.0,33059930.0,39717632.0,36937748.0,37809305.0,37879596.0,39615890.0,40376009.0,41961871.0,42516288.0
OXFORD,15437134.0,16041246.0,18367018.0,18747173.0,21122475.0,22803753.0,30674741.0,26840609.0,26207478.0,27216870.0,27912746.0,28790894.0,30419090.0,30525846.0
PLAINFIELD,24863064.0,25109312.0,25930720.0,27712868.0,30490000.0,32023371.0,33802453.0,31742982.0,35255529.0,34521797.0,35711515.0,36236087.0,37742762.0,39308971.0
PLAINVILLE,25075852.0,27273069.0,27137605.0,28689440.0,30811412.0,31664818.0,42839809.0,35081505.0,35029994.0,35631512.0,36497815.0,36498345.0,37928248.0,37599680.0
PLYMOUTH,17361699.0,18004450.0,18789813.0,19149157.0,21167759.0,21655446.0,26958853.0,23635456.0,24102428.0,24167940.0,25174301.0,25466681.0,26530771.0,
POMFRET,5913395.0,6236495.0,6976534.0,7481147.0,8060948.0,8607344.0,9293307.0,9678397.0,9835342.0,10042111.0,10355646.0,10583518.0,10876672.0,11246794.0
PORTLAND,13137400.0,13979476.0,14558937.0,15237942.0,16798947.0,17247657.0,22345049.0,18701508.0,18604782.0,19306090.0,19793291.0,20216816.0,20983986.0,21094353.0
PRESTON,8131848.0,8362387.0,7947868.0,8562333.0,9465177.0,10401301.0,10547934.0,11137380.0,10865208.0,10843392.0,11166085.0,11017203.0,12065450.0,11560965.0
PROSPECT,13394142.0,14217173.0,14826229.0,15783761.0,16683577.0,17789838.0,18877933.0,19460041.0,19824076.0,19839615.0,20218427.0,20746911.0,21486385.0,22117025.0
PUTNAM,12228269.0,13038603.0,13274384.0,13701841.0,14716007.0,15621857.0,20967049.0,16790824.0,16450589.0,17752764.0,18099219.0,18493953.0,19139288.0,18932080.0
REDDING,20747310.0,22951713.0,23802939.0,25028719.0,26540714.0,28727401.0,35725618.0,32504810.0,32678942.0,33466941.0,35106197.0,35982664.0,36823250.0,36249453.0
RIDGEFIELD,49619179.0,52887521.0,57951342.0,60694959.0,67019707.0,71669217.0,98454741.0,80923133.0,82939471.0,83395812.0,87248296.0,90046458.0,92761909.0,94568454.0
ROCKY HILL,20164930.0,21102290.0,21683854.0,22615897.0,24761249.0,26080002.0,36640268.0,29424694.0,30266724.0,30865280.0,32952537.0,33885126.0,35566626.0,38973084.0
ROXBURY,4183050.0,4547244.0,4927367.0,5277961.0,5437401.0,5624865.0,5647247.0,6068964.0,6082441.0,6219646.0,6557435.0,6658466.0,6790721.0,6978595.0
SALEM,7165862.0,7532789.0,7986423.0,8151085.0,9164711.0,9725709.0,11578692.0,10628419.0,9988643.0,10454834.0,10625583.0,11116008.0,11258315.0,11559640.0
SALISBURY,5994414.0,6233176.0,6396033.0,6699279.0,6771173.0,7295626.0,8631213.0,7663926.0,7823633.0,7917159.0,7959258.0,8054951.0,8414292.0,8230306.0
SCOTLAND,3225280.0,3194082.0,3365828.0,3685772.0,3894556.0,4178934.0,3973587.0,4237439.0,3850301.0,4106792.0,4545284.0,4513899.0,4498536.0,4691725.0
SEYMOUR,21480750.0,23184875.0,24788370.0,26192997.0,28385044.0,29210085.0,38297938.0,30293597.0,28397600.0,30179163.0,32887244.0,33091150.0,35087291.0,36132376.0
SHARON,4255864.0,4534259.0,4962884.0,5185644.0,5517068.0,5398079.0,6858345.0,6391573.0,6469252.0,6438520.0,6656208.0,6450506.0,6377957.0,6819517.0
SHELTON,49152572.0,51931576.0,53529419.0,55744231.0,59144590.0,63138300.0,85504187.0,69732133.0,68185134.0,67380683.0,71812630.0,70066838.0,74300492.0,75053250.0
SHERMAN,5339440.0,5790457.0,6371384.0,6974510.0,7606951.0,8034774.0,10040900.0,8775336.0,8649866.0,8774192.0,8941173.0,9169574.0,9540965.0,9615620.0
SIMSBURY,44471413.0,47804212.0,49838946.0,51756275.0,55983288.0,59059976.0,80434620.0,64620969.0,65728909.0,66795182.0,68933265.0,70434246.0,73703266.0,71510265.0
SOMERS,14550114.0,14955470.0,15582337.0,16329717.0,17558919.0,18362447.0,25585754.0,20850296.0,19932606.0,20829709.0,21936853.0,22526248.0,23416325.0,24073247.0
SOUTH WINDSOR,43720887.0,46240102.0,48924413.0,49919405.0,53900158.0,57721839.0,78231913.0,63808126.0,65415184.0,66904426.0,70996075.0,71405984.0,76012600.0,75058105.0
SOUTHBURY,28666105.0,29910443.0,33697693.0,34902126.0,37082411.0,38623503.0,39731441.0,41080048.0,40624032.0,41616763.0,41344692.0,40999183.0,42098268.0,43729317.0
SOUTHINGTON,56041843.0,58967000.0,63250000.0,66365000.0,71773000.0,74210000.0,99810000.0,80875000.0,83561000.0,86524000.0,88326000.0,91796000.0,95632000.0,95625000.0
SPRAGUE,4756671.0,4995756.0,4980867.0,5611527.0,5895301.0,6050932.0,6171437.0,5851029.0,5812415.0,6132335.0,6406349.0,6351215.0,6657148.0,6544087.0
STAFFORD,18215250.0,19131005.0,19875738.0,20285062.0,21811543.0,22569847.0,31275097.0,26405030.0,24727419.0,25026777.0,27449756.0,28209133.0,29246051.0,29723966.0
STAMFORD,166654110.0,170537634.0,178171950.0,189674272.0,207702919.0,216863390.0,221558188.0,243089067.0,244611342.0,241144181.0,252544074.0,255459497.0,276434644.0,272876527.0
STERLING,4926609.0,5270007.0,5732350.0,5944292.0,6497164.0,6743121.0,7590089.0,7989345.0,8144070.0,8033070.0,8082820.0,8274645.0,8540868.0,8378283.0
STONINGTON,23502315.0,24123437.0,25737820.0,26438697.0,28775556.0,30046705.0,31572075.0,32561493.0,33500347.0,33491085.0,35002770.0,36055893.0,37748407.0,37234199.0
STRATFORD,67749446.0,69480496.0,71219079.0,72989297.0,80837801.0,84310065.0,115569201.0,95522351.0,93610201.0,96787391.0,102808638.0,104421589.0,108317705.0,110427752.0
SUFFIELD,18107405.0,19706125.0,21248230.0,23149198.0,25554675.0,27630468.0,38869775.0,31384169.0,31917228.0,32423783.0,34204716.0,35308503.0,35732506.0,35848599.0
THOMASTON,10935171.0,11441282.0,11936478.0,12286857.0,13181956.0,13639466.0,17018547.0,14780948.0,13933975.0,14167881.0,15360953.0,15702579.0,15838445.0,15560482.0
THOMPSON,12039995.0,12078057.0,12747043.0,13285190.0,14592357.0,15390682.0,20878685.0,17100896.0,17195096.0,17008571.0,17604208.0,17999046.0,18544267.0,18736722.0
TOLLAND,23445199.0,26495649.0,27803397.0,29008668.0,31048352.0,32611898.0,44228236.0,36943631.0,35747088.0,37744919.0,39416894.0,40346946.0,41193428.0,41845358.0
TORRINGTON,44731363.0,47490663.0,48691886.0,50881760.0,55729332.0,59365416.0,79589776.0,67510194.0,67508518.0,68685012.0,69524879.0,71882551.0,76389179.0,76790078.0
TRUMBULL,56722725.0,59512019.0,65943957.0,68402454.0,77699931.0,79481884.0,84817231.0,83200356.0,92778603.0,95962843.0,99657036.0,105090812.0,109704266.0,111191120.0
UNION,884535.0,939426.0,1010067.0,1062182.0,1138978.0,1355749.0,1458742.0,1525478.0,1569906.0,1660942.0,1667621.0,1739301.0,1958719.0,2111063.0
VERNON,39536662.0,39720337.0,41079425.0,42293527.0,45669360.0,46567372.0,61340447.0,49284455.0,49302826.0,52089429.0,52300137.0,54365055.0,56788058.0,57008315.0
VOLUNTOWN,4895335.0,4947331.0,4814143.0,5077815.0,5454123.0,5886752.0,7189140.0,6363783.0,5976499.0,6088931.0,6573552.0,6716929.0,6927162.0,7048859.0
WALLINGFORD,64033315.0,67044000.0,68006000.0,72230000.0,79873000.0,82499000.0,112045000.0,89881000.0,89377000.0,90009000.0,95875000.0,99391000.0,103194000.0,102504000.0
WARREN,1940328.0,1977581.0,2282849.0,2582284.0,2595665.0,2905177.0,2912116.0,2946495.0,2706523.0,2842144.0,2995840.0,3158921.0,3128812.0,3311693.0
WASHINGTON,6507046.0,6814359.0,6999142.0,7289371.0,7684429.0,8120135.0,8476813.0,8964622.0,9135602.0,9145846.0,9328359.0,9532203.0,9402789.0,9681272.0
WATERBURY,119448000.0,128345000.0,134403000.0,134548000.0,144916000.0,153285000.0,218774000.0,169099000.0,169827000.0,168429000.0,175180000.0,174373000.0,180634000.0,174838000.0
